PID1,PID2,B1,B2,PB,D1,D2,PD,PRODUCT,AVERAGE,DUPLICATE,
L75T-C19,L7T9-FPM,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L6DX-WZ2,L8T3-XHM,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR9Q-5DS,K42D-7ZH,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJ5Y-55C,MJ51-HH6,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
LJT8-LHR,LJY3-CYW,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MPVW-WMW,MQ6Y-Q8F,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L75T-C19,L7RB-Q76,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L6DX-WZ2,L6DK-6RY,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MR9Q-5DS,948R-TLG,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9JNP-Y8Y,9JNP-KC4,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPVW-WMW,M35T-R2B,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L6DX-WZ2,L6DF-SMP,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MR9Q-5DS,KH65-RQC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJ64-JSR,97Q7-FJY,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNP-Y8Y,9JNP-2YX,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNP-Y8Y,93QC-JT2,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRF7-W9G,MKNG-PWJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MPVY-H9P,LZV3-3FY,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPVY-H9P,MPVY-HST,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR9R-9YC,L45S-5CZ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MPVY-H9P,LZL4-JBY,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPVY-H9P,LZFQ-4NH,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPVY-H9P,KJV7-V9M,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
